Sample ID,Treatment,Treatment Details,Barcode,antibody,replicate,Flag,Normalized
BJ_03,Untreated,Untreated rep 3,21405,07-139,0,0,256
BJ_03,Untreated,Untreated rep 3,21405,07-139,1,0,245
BJ_03,Untreated,Untreated rep 3,21405,07-191,0,0,392
BJ_03,Untreated,Untreated rep 3,21405,07-191,1,0,478
BJ_03,Untreated,Untreated rep 3,21405,07-303,0,0,1585
BJ_03,Untreated,Untreated rep 3,21405,07-303,1,0,1222
BJ_03,Untreated,Untreated rep 3,21405,07-433,0,0,346
BJ_03,Untreated,Untreated rep 3,21405,07-433,1,0,334
BJ_03,Untreated,Untreated rep 3,21405,07-443,0,0,394
BJ_03,Untreated,Untreated rep 3,21405,07-443,1,0,399
BJ_03,Untreated,Untreated rep 3,21405,100-401-149,0,0,465
BJ_03,Untreated,Untreated rep 3,21405,100-401-149,1,0,409
BJ_03,Untreated,Untreated rep 3,21405,100-401-151,0,0,370
BJ_03,Untreated,Untreated rep 3,21405,100-401-151,1,0,282
BJ_03,Untreated,Untreated rep 3,21405,11034,0,1,788
BJ_03,Untreated,Untreated rep 3,21405,11034,1,1,812
BJ_03,Untreated,Untreated rep 3,21405,11041,0,0,214
BJ_03,Untreated,Untreated rep 3,21405,11041,1,0,155
BJ_03,Untreated,Untreated rep 3,21405,11063,0,1,1228
BJ_03,Untreated,Untreated rep 3,21405,11063,1,1,1214
BJ_03,Untreated,Untreated rep 3,21405,11070,0,0,3841
BJ_03,Untreated,Untreated rep 3,21405,11070,1,0,3407
BJ_03,Untreated,Untreated rep 3,21405,11088,0,0,3126
BJ_03,Untreated,Untreated rep 3,21405,11088,1,0,3261
BJ_03,Untreated,Untreated rep 3,21405,11092,0,0,279
BJ_03,Untreated,Untreated rep 3,21405,11092,1,0,273
BJ_03,Untreated,Untreated rep 3,21405,11115,0,0,743
BJ_03,Untreated,Untreated rep 3,21405,11115,1,1,721
BJ_03,Untreated,Untreated rep 3,21405,11134,0,0,2668
BJ_03,Untreated,Untreated rep 3,21405,11134,1,0,2135
BJ_03,Untreated,Untreated rep 3,21405,11136,0,0,2448
BJ_03,Untreated,Untreated rep 3,21405,11136,1,0,2112
BJ_03,Untreated,Untreated rep 3,21405,11173,0,0,3877
BJ_03,Untreated,Untreated rep 3,21405,11173,1,0,3265
BJ_03,Untreated,Untreated rep 3,21405,11213,0,0,84
BJ_03,Untreated,Untreated rep 3,21405,11213,1,0,26
BJ_03,Untreated,Untreated rep 3,21405,11218,0,0,2135
BJ_03,Untreated,Untreated rep 3,21405,11218,1,0,1987
BJ_03,Untreated,Untreated rep 3,21405,11269,0,0,937
BJ_03,Untreated,Untreated rep 3,21405,11269,1,0,795
BJ_03,Untreated,Untreated rep 3,21405,11284,0,0,859
BJ_03,Untreated,Untreated rep 3,21405,11284,1,0,947
BJ_03,Untreated,Untreated rep 3,21405,11286,0,0,3501
BJ_03,Untreated,Untreated rep 3,21405,11286,1,0,3723
BJ_03,Untreated,Untreated rep 3,21405,11297,0,0,846
BJ_03,Untreated,Untreated rep 3,21405,11297,1,0,1631
BJ_03,Untreated,Untreated rep 3,21405,11302,0,0,2111
BJ_03,Untreated,Untreated rep 3,21405,11302,1,0,2421
BJ_03,Untreated,Untreated rep 3,21405,11321,0,1,72
BJ_03,Untreated,Untreated rep 3,21405,11321,1,0,89
BJ_03,Untreated,Untreated rep 3,21405,11323,0,0,3824
BJ_03,Untreated,Untreated rep 3,21405,11323,1,0,3199
BJ_03,Untreated,Untreated rep 3,21405,11330,0,0,1347
BJ_03,Untreated,Untreated rep 3,21405,11330,1,1,563
BJ_03,Untreated,Untreated rep 3,21405,11513,0,0,880
BJ_03,Untreated,Untreated rep 3,21405,11513,1,0,1268
BJ_03,Untreated,Untreated rep 3,21405,11514,0,1,1725
BJ_03,Untreated,Untreated rep 3,21405,11514,1,0,1148
BJ_03,Untreated,Untreated rep 3,21405,11517,0,0,432
BJ_03,Untreated,Untreated rep 3,21405,11517,1,0,762
BJ_03,Untreated,Untreated rep 3,21405,11523,0,0,41
BJ_03,Untreated,Untreated rep 3,21405,11523,1,0,62
BJ_03,Untreated,Untreated rep 3,21405,11531,0,0,938
BJ_03,Untreated,Untreated rep 3,21405,11531,1,0,632
BJ_03,Untreated,Untreated rep 3,21405,11550,0,0,136
BJ_03,Untreated,Untreated rep 3,21405,11550,1,0,242
BJ_03,Untreated,Untreated rep 3,21405,11572,0,0,269
BJ_03,Untreated,Untreated rep 3,21405,11572,1,0,328
BJ_03,Untreated,Untreated rep 3,21405,11574,0,0,143
BJ_03,Untreated,Untreated rep 3,21405,11574,1,0,84
BJ_03,Untreated,Untreated rep 3,21405,13-8700,0,1,112
BJ_03,Untreated,Untreated rep 3,21405,13-8700,1,0,111
BJ_03,Untreated,Untreated rep 3,21405,160745,0,0,254
BJ_03,Untreated,Untreated rep 3,21405,160745,1,0,349
BJ_03,Untreated,Untreated rep 3,21405,18-0266,0,0,585
BJ_03,Untreated,Untreated rep 3,21405,18-0266,1,0,756
BJ_03,Untreated,Untreated rep 3,21405,2111L,0,1,10
BJ_03,Untreated,Untreated rep 3,21405,2111L,1,1,11
BJ_03,Untreated,Untreated rep 3,21405,2543,0,1,1448
BJ_03,Untreated,Untreated rep 3,21405,2543,1,0,1474
BJ_03,Untreated,Untreated rep 3,21405,28017,0,0,708
BJ_03,Untreated,Untreated rep 3,21405,28017,1,0,1159
BJ_03,Untreated,Untreated rep 3,21405,33-1700,0,0,350
BJ_03,Untreated,Untreated rep 3,21405,33-1700,1,0,408
BJ_03,Untreated,Untreated rep 3,21405,44-200,0,0,1053
BJ_03,Untreated,Untreated rep 3,21405,44-200,1,0,570
BJ_03,Untreated,Untreated rep 3,21405,44-280G,0,0,4115
BJ_03,Untreated,Untreated rep 3,21405,44-280G,1,0,3872
BJ_03,Untreated,Untreated rep 3,21405,44-572,0,0,329
BJ_03,Untreated,Untreated rep 3,21405,44-572,1,0,384
BJ_03,Untreated,Untreated rep 3,21405,44-722G,0,0,3028
BJ_03,Untreated,Untreated rep 3,21405,44-722G,1,0,3672
BJ_03,Untreated,Untreated rep 3,21405,44-864,0,0,419
BJ_03,Untreated,Untreated rep 3,21405,44-864,1,0,408
BJ_03,Untreated,Untreated rep 3,21405,44-965,0,0,1056
BJ_03,Untreated,Untreated rep 3,21405,44-965,1,0,914
BJ_03,Untreated,Untreated rep 3,21405,44-976G,0,0,1119
BJ_03,Untreated,Untreated rep 3,21405,44-976G,1,0,876
BJ_03,Untreated,Untreated rep 3,21405,44-992G,0,0,2045
BJ_03,Untreated,Untreated rep 3,21405,44-992G,1,0,1698
BJ_03,Untreated,Untreated rep 3,21405,610087,0,0,345
BJ_03,Untreated,Untreated rep 3,21405,610087,1,0,462
BJ_03,Untreated,Untreated rep 3,21405,610122,0,0,3846
BJ_03,Untreated,Untreated rep 3,21405,610122,1,0,2954
BJ_03,Untreated,Untreated rep 3,21405,610145,0,0,144
BJ_03,Untreated,Untreated rep 3,21405,610145,1,0,142
BJ_03,Untreated,Untreated rep 3,21405,610151,0,1,1961
BJ_03,Untreated,Untreated rep 3,21405,610151,1,1,1244
BJ_03,Untreated,Untreated rep 3,21405,610204,0,1,74
BJ_03,Untreated,Untreated rep 3,21405,610204,1,1,67
BJ_03,Untreated,Untreated rep 3,21405,610236,0,0,3050
BJ_03,Untreated,Untreated rep 3,21405,610236,1,0,3084
BJ_03,Untreated,Untreated rep 3,21405,610270,0,0,4329
BJ_03,Untreated,Untreated rep 3,21405,610270,1,0,5311
BJ_03,Untreated,Untreated rep 3,21405,610551,0,0,6130
BJ_03,Untreated,Untreated rep 3,21405,610551,1,0,5982
BJ_03,Untreated,Untreated rep 3,21405,610981,0,0,731
BJ_03,Untreated,Untreated rep 3,21405,610981,1,0,508
BJ_03,Untreated,Untreated rep 3,21405,71-2300,0,0,495
BJ_03,Untreated,Untreated rep 3,21405,71-2300,1,0,280
BJ_03,Untreated,Untreated rep 3,21405,9205L,0,0,1534
BJ_03,Untreated,Untreated rep 3,21405,9205L,1,0,1259
BJ_03,Untreated,Untreated rep 3,21405,9261L,0,0,1950
BJ_03,Untreated,Untreated rep 3,21405,9261L,1,0,1582
BJ_03,Untreated,Untreated rep 3,21405,9375L,0,0,4664
BJ_03,Untreated,Untreated rep 3,21405,9375L,1,0,4208
BJ_03,Untreated,Untreated rep 3,21405,9595L,0,1,1198
BJ_03,Untreated,Untreated rep 3,21405,9595L,1,0,1217
BJ_03,Untreated,Untreated rep 3,21405,AB10424,0,0,557
BJ_03,Untreated,Untreated rep 3,21405,AB10424,1,0,551
BJ_03,Untreated,Untreated rep 3,21405,AF1518,0,0,780
BJ_03,Untreated,Untreated rep 3,21405,AF1518,1,0,516
BJ_03,Untreated,Untreated rep 3,21405,AHO0352,0,0,1324
BJ_03,Untreated,Untreated rep 3,21405,AHO0352,1,0,1005
BJ_03,Untreated,Untreated rep 3,21405,AHZ0122,0,0,222
BJ_03,Untreated,Untreated rep 3,21405,AHZ0122,1,0,500
BJ_03,Untreated,Untreated rep 3,21405,AHZ0352,0,0,1522
BJ_03,Untreated,Untreated rep 3,21405,AHZ0352,1,1,1786
BJ_03,Untreated,Untreated rep 3,21405,AP2001a,0,0,431
BJ_03,Untreated,Untreated rep 3,21405,AP2001a,1,0,551
BJ_03,Untreated,Untreated rep 3,21405,AP2014b,0,0,547
BJ_03,Untreated,Untreated rep 3,21405,AP2014b,1,0,635
BJ_03,Untreated,Untreated rep 3,21405,AP3213a,0,1,864
BJ_03,Untreated,Untreated rep 3,21405,AP3213a,1,0,1165
BJ_03,Untreated,Untreated rep 3,21405,AP7003a,0,0,844
BJ_03,Untreated,Untreated rep 3,21405,AP7003a,1,0,838
BJ_03,Untreated,Untreated rep 3,21405,AP7007a,0,0,598
BJ_03,Untreated,Untreated rep 3,21405,AP7007a,1,0,592
BJ_03,Untreated,Untreated rep 3,21405,AP7034b,0,0,236
BJ_03,Untreated,Untreated rep 3,21405,AP7034b,1,0,273
BJ_03,Untreated,Untreated rep 3,21405,AP7035a,0,0,1841
BJ_03,Untreated,Untreated rep 3,21405,AP7035a,1,0,1844
BJ_03,Untreated,Untreated rep 3,21405,AP7214a,0,0,1373
BJ_03,Untreated,Untreated rep 3,21405,AP7214a,1,0,1348
BJ_03,Untreated,Untreated rep 3,21405,AP7217b,0,0,1930
BJ_03,Untreated,Untreated rep 3,21405,AP7217b,1,0,1320
BJ_03,Untreated,Untreated rep 3,21405,AP7218a,0,0,636
BJ_03,Untreated,Untreated rep 3,21405,AP7218a,1,0,1165
BJ_03,Untreated,Untreated rep 3,21405,AP7219a,0,0,841
BJ_03,Untreated,Untreated rep 3,21405,AP7219a,1,0,653
BJ_03,Untreated,Untreated rep 3,21405,AP7400a,0,0,695
BJ_03,Untreated,Untreated rep 3,21405,AP7400a,1,0,758
BJ_03,Untreated,Untreated rep 3,21405,AP7402a,0,0,863
BJ_03,Untreated,Untreated rep 3,21405,AP7402a,1,0,1204
BJ_03,Untreated,Untreated rep 3,21405,AP7403a,0,0,1700
BJ_03,Untreated,Untreated rep 3,21405,AP7403a,1,0,2049
BJ_03,Untreated,Untreated rep 3,21405,AP7406a,0,0,1505
BJ_03,Untreated,Untreated rep 3,21405,AP7406a,1,0,1252
BJ_03,Untreated,Untreated rep 3,21405,AP7408c,0,1,795
BJ_03,Untreated,Untreated rep 3,21405,AP7408c,1,0,806
BJ_03,Untreated,Untreated rep 3,21405,AP7500a,0,0,557
BJ_03,Untreated,Untreated rep 3,21405,AP7500a,1,0,517
BJ_03,Untreated,Untreated rep 3,21405,AP7501a,0,0,435
BJ_03,Untreated,Untreated rep 3,21405,AP7501a,1,0,683
BJ_03,Untreated,Untreated rep 3,21405,AP7502a,0,0,653
BJ_03,Untreated,Untreated rep 3,21405,AP7502a,1,0,592
BJ_03,Untreated,Untreated rep 3,21405,AP7503a,0,0,279
BJ_03,Untreated,Untreated rep 3,21405,AP7503a,1,0,354
BJ_03,Untreated,Untreated rep 3,21405,AP7512a,0,0,1010
BJ_03,Untreated,Untreated rep 3,21405,AP7512a,1,0,996
BJ_03,Untreated,Untreated rep 3,21405,AP7514a,0,0,1176
BJ_03,Untreated,Untreated rep 3,21405,AP7514a,1,1,359
BJ_03,Untreated,Untreated rep 3,21405,AP7518b,0,0,1020
BJ_03,Untreated,Untreated rep 3,21405,AP7518b,1,0,941
BJ_03,Untreated,Untreated rep 3,21405,AP7524a,0,0,192
BJ_03,Untreated,Untreated rep 3,21405,AP7524a,1,0,146
BJ_03,Untreated,Untreated rep 3,21405,AP7529a,0,0,961
BJ_03,Untreated,Untreated rep 3,21405,AP7529a,1,0,996
BJ_03,Untreated,Untreated rep 3,21405,AP7530a,0,0,576
BJ_03,Untreated,Untreated rep 3,21405,AP7530a,1,0,701
BJ_03,Untreated,Untreated rep 3,21405,AP7531a,0,0,1413
BJ_03,Untreated,Untreated rep 3,21405,AP7531a,1,0,1242
BJ_03,Untreated,Untreated rep 3,21405,AP7532a,0,0,1185
BJ_03,Untreated,Untreated rep 3,21405,AP7532a,1,0,1143
BJ_03,Untreated,Untreated rep 3,21405,AP7534a,0,0,1800
BJ_03,Untreated,Untreated rep 3,21405,AP7534a,1,0,1895
BJ_03,Untreated,Untreated rep 3,21405,AP7535a,0,0,285
BJ_03,Untreated,Untreated rep 3,21405,AP7535a,1,0,172
BJ_03,Untreated,Untreated rep 3,21405,AP7536b,0,0,819
BJ_03,Untreated,Untreated rep 3,21405,AP7536b,1,0,1292
BJ_03,Untreated,Untreated rep 3,21405,AP7542b,0,0,24
BJ_03,Untreated,Untreated rep 3,21405,AP7542b,1,0,52
BJ_03,Untreated,Untreated rep 3,21405,AP7547b,0,0,1313
BJ_03,Untreated,Untreated rep 3,21405,AP7547b,1,0,1596
BJ_03,Untreated,Untreated rep 3,21405,AP7606b,0,0,1516
BJ_03,Untreated,Untreated rep 3,21405,AP7606b,1,0,1435
BJ_03,Untreated,Untreated rep 3,21405,AP7607b,0,0,474
BJ_03,Untreated,Untreated rep 3,21405,AP7607b,1,0,664
BJ_03,Untreated,Untreated rep 3,21405,AP7608a,0,0,761
BJ_03,Untreated,Untreated rep 3,21405,AP7608a,1,0,680
BJ_03,Untreated,Untreated rep 3,21405,AP7608b,0,0,829
BJ_03,Untreated,Untreated rep 3,21405,AP7608b,1,0,1015
BJ_03,Untreated,Untreated rep 3,21405,AP7609a,0,0,139
BJ_03,Untreated,Untreated rep 3,21405,AP7609a,1,0,142
BJ_03,Untreated,Untreated rep 3,21405,AP7609b,0,0,530
BJ_03,Untreated,Untreated rep 3,21405,AP7609b,1,0,581
BJ_03,Untreated,Untreated rep 3,21405,AP7610a,0,0,284
BJ_03,Untreated,Untreated rep 3,21405,AP7610a,1,0,329
BJ_03,Untreated,Untreated rep 3,21405,AP7610b,0,0,562
BJ_03,Untreated,Untreated rep 3,21405,AP7610b,1,0,422
BJ_03,Untreated,Untreated rep 3,21405,AP7611a,0,0,582
BJ_03,Untreated,Untreated rep 3,21405,AP7611a,1,0,537
BJ_03,Untreated,Untreated rep 3,21405,AP7611b,0,0,472
BJ_03,Untreated,Untreated rep 3,21405,AP7611b,1,0,675
BJ_03,Untreated,Untreated rep 3,21405,AP7612a,0,0,1144
BJ_03,Untreated,Untreated rep 3,21405,AP7612a,1,0,1225
BJ_03,Untreated,Untreated rep 3,21405,AP7613a,0,0,613
BJ_03,Untreated,Untreated rep 3,21405,AP7613a,1,0,589
BJ_03,Untreated,Untreated rep 3,21405,AP7613b,0,0,515
BJ_03,Untreated,Untreated rep 3,21405,AP7613b,1,0,500
BJ_03,Untreated,Untreated rep 3,21405,AP7622a,0,0,165
BJ_03,Untreated,Untreated rep 3,21405,AP7622a,1,0,313
BJ_03,Untreated,Untreated rep 3,21405,AP7623a,0,0,1821
BJ_03,Untreated,Untreated rep 3,21405,AP7623a,1,0,2331
BJ_03,Untreated,Untreated rep 3,21405,AP7623b,0,0,57
BJ_03,Untreated,Untreated rep 3,21405,AP7623b,1,0,50
BJ_03,Untreated,Untreated rep 3,21405,AP7624a,0,0,593
BJ_03,Untreated,Untreated rep 3,21405,AP7624a,1,0,1202
BJ_03,Untreated,Untreated rep 3,21405,AP7625a,0,0,503
BJ_03,Untreated,Untreated rep 3,21405,AP7625a,1,0,597
BJ_03,Untreated,Untreated rep 3,21405,AP7627a,0,0,388
BJ_03,Untreated,Untreated rep 3,21405,AP7627a,1,0,356
BJ_03,Untreated,Untreated rep 3,21405,AP7627b,0,0,843
BJ_03,Untreated,Untreated rep 3,21405,AP7627b,1,0,833
BJ_03,Untreated,Untreated rep 3,21405,AP7628a,0,0,1309
BJ_03,Untreated,Untreated rep 3,21405,AP7628a,1,0,1408
BJ_03,Untreated,Untreated rep 3,21405,AP7628b,0,0,315
BJ_03,Untreated,Untreated rep 3,21405,AP7628b,1,0,285
BJ_03,Untreated,Untreated rep 3,21405,AP7629a,0,0,1061
BJ_03,Untreated,Untreated rep 3,21405,AP7629a,1,0,777
BJ_03,Untreated,Untreated rep 3,21405,AP7629b,0,0,821
BJ_03,Untreated,Untreated rep 3,21405,AP7629b,1,0,398
BJ_03,Untreated,Untreated rep 3,21405,AP7631a,0,0,682
BJ_03,Untreated,Untreated rep 3,21405,AP7631a,1,0,695
BJ_03,Untreated,Untreated rep 3,21405,AP7636a,0,0,1472
BJ_03,Untreated,Untreated rep 3,21405,AP7636a,1,0,1798
BJ_03,Untreated,Untreated rep 3,21405,AP7637b,0,0,302
BJ_03,Untreated,Untreated rep 3,21405,AP7637b,1,0,418
BJ_03,Untreated,Untreated rep 3,21405,AP7638a,0,0,345
BJ_03,Untreated,Untreated rep 3,21405,AP7638a,1,0,381
BJ_03,Untreated,Untreated rep 3,21405,AP7639a,0,0,673
BJ_03,Untreated,Untreated rep 3,21405,AP7639a,1,0,609
BJ_03,Untreated,Untreated rep 3,21405,AP7642a,0,0,145
BJ_03,Untreated,Untreated rep 3,21405,AP7642a,1,0,174
BJ_03,Untreated,Untreated rep 3,21405,AP7642b,0,0,820
BJ_03,Untreated,Untreated rep 3,21405,AP7642b,1,0,1085
BJ_03,Untreated,Untreated rep 3,21405,AP7643a,0,0,562
BJ_03,Untreated,Untreated rep 3,21405,AP7643a,1,0,372
BJ_03,Untreated,Untreated rep 3,21405,AP7644a,0,0,1527
BJ_03,Untreated,Untreated rep 3,21405,AP7644a,1,0,1125
BJ_03,Untreated,Untreated rep 3,21405,AP7644b,0,0,1038
BJ_03,Untreated,Untreated rep 3,21405,AP7644b,1,0,1358
BJ_03,Untreated,Untreated rep 3,21405,AP7649a,0,0,1010
BJ_03,Untreated,Untreated rep 3,21405,AP7649a,1,0,915
BJ_03,Untreated,Untreated rep 3,21405,AP7651b,0,0,692
BJ_03,Untreated,Untreated rep 3,21405,AP7651b,1,0,736
BJ_03,Untreated,Untreated rep 3,21405,AP7677b,0,0,63
BJ_03,Untreated,Untreated rep 3,21405,AP7677b,1,0,89
BJ_03,Untreated,Untreated rep 3,21405,AP7684a,0,0,129
BJ_03,Untreated,Untreated rep 3,21405,AP7684a,1,0,195
BJ_03,Untreated,Untreated rep 3,21405,AP7697a,0,0,1235
BJ_03,Untreated,Untreated rep 3,21405,AP7697a,1,0,1424
BJ_03,Untreated,Untreated rep 3,21405,AP7701a,0,0,505
BJ_03,Untreated,Untreated rep 3,21405,AP7701a,1,0,626
BJ_03,Untreated,Untreated rep 3,21405,AP7703a,0,0,379
BJ_03,Untreated,Untreated rep 3,21405,AP7703a,1,0,263
BJ_03,Untreated,Untreated rep 3,21405,AP7704b,0,0,1271
BJ_03,Untreated,Untreated rep 3,21405,AP7704b,1,0,1551
BJ_03,Untreated,Untreated rep 3,21405,AP7708a,0,0,1219
BJ_03,Untreated,Untreated rep 3,21405,AP7708a,1,0,1142
BJ_03,Untreated,Untreated rep 3,21405,AP7709a,0,0,375
BJ_03,Untreated,Untreated rep 3,21405,AP7709a,1,0,359
BJ_03,Untreated,Untreated rep 3,21405,AP7804b,0,0,1139
BJ_03,Untreated,Untreated rep 3,21405,AP7804b,1,0,1251
BJ_03,Untreated,Untreated rep 3,21405,AP7808b,0,0,1211
BJ_03,Untreated,Untreated rep 3,21405,AP7808b,1,0,1232
BJ_03,Untreated,Untreated rep 3,21405,AP7901a,0,0,351
BJ_03,Untreated,Untreated rep 3,21405,AP7901a,1,0,315
BJ_03,Untreated,Untreated rep 3,21405,AP7902a,0,0,1417
BJ_03,Untreated,Untreated rep 3,21405,AP7902a,1,0,942
BJ_03,Untreated,Untreated rep 3,21405,AP7905a,0,0,725
BJ_03,Untreated,Untreated rep 3,21405,AP7905a,1,0,443
BJ_03,Untreated,Untreated rep 3,21405,AP7907a,0,0,1322
BJ_03,Untreated,Untreated rep 3,21405,AP7907a,1,0,1300
BJ_03,Untreated,Untreated rep 3,21405,AP7908a,0,0,594
BJ_03,Untreated,Untreated rep 3,21405,AP7908a,1,0,1355
BJ_03,Untreated,Untreated rep 3,21405,AP7910a,0,0,194
BJ_03,Untreated,Untreated rep 3,21405,AP7910a,1,0,200
BJ_03,Untreated,Untreated rep 3,21405,AP8004a,0,0,237
BJ_03,Untreated,Untreated rep 3,21405,AP8004a,1,0,194
BJ_03,Untreated,Untreated rep 3,21405,AP8026a,0,0,1360
BJ_03,Untreated,Untreated rep 3,21405,AP8026a,1,0,1333
BJ_03,Untreated,Untreated rep 3,21405,AP8030b,0,0,504
BJ_03,Untreated,Untreated rep 3,21405,AP8030b,1,0,686
BJ_03,Untreated,Untreated rep 3,21405,AP8052a,0,0,1514
BJ_03,Untreated,Untreated rep 3,21405,AP8052a,1,0,784
BJ_03,Untreated,Untreated rep 3,21405,AP8052b,0,0,719
BJ_03,Untreated,Untreated rep 3,21405,AP8052b,1,0,709
BJ_03,Untreated,Untreated rep 3,21405,AP8053b,0,0,421
BJ_03,Untreated,Untreated rep 3,21405,AP8053b,1,0,478
BJ_03,Untreated,Untreated rep 3,21405,AP8053c,0,0,1105
BJ_03,Untreated,Untreated rep 3,21405,AP8053c,1,0,1337
BJ_03,Untreated,Untreated rep 3,21405,AP8058b,0,0,760
BJ_03,Untreated,Untreated rep 3,21405,AP8058b,1,1,750
BJ_03,Untreated,Untreated rep 3,21405,AP8060b,0,0,740
BJ_03,Untreated,Untreated rep 3,21405,AP8060b,1,0,1050
BJ_03,Untreated,Untreated rep 3,21405,AP8062a,0,0,1699
BJ_03,Untreated,Untreated rep 3,21405,AP8062a,1,0,1994
BJ_03,Untreated,Untreated rep 3,21405,AP8064c,0,0,315
BJ_03,Untreated,Untreated rep 3,21405,AP8064c,1,0,174
BJ_03,Untreated,Untreated rep 3,21405,AP8076b,0,0,949
BJ_03,Untreated,Untreated rep 3,21405,AP8076b,1,0,904
BJ_03,Untreated,Untreated rep 3,21405,AP8096a,0,0,1081
BJ_03,Untreated,Untreated rep 3,21405,AP8096a,1,0,1639
BJ_03,Untreated,Untreated rep 3,21405,AP8101b,0,0,210
BJ_03,Untreated,Untreated rep 3,21405,AP8101b,1,0,181
BJ_03,Untreated,Untreated rep 3,21405,AP8103a,0,0,347
BJ_03,Untreated,Untreated rep 3,21405,AP8103a,1,0,782
BJ_03,Untreated,Untreated rep 3,21405,AP8126a,0,0,527
BJ_03,Untreated,Untreated rep 3,21405,AP8126a,1,0,473
BJ_03,Untreated,Untreated rep 3,21405,AP8126b,0,0,1429
BJ_03,Untreated,Untreated rep 3,21405,AP8126b,1,0,1134
BJ_03,Untreated,Untreated rep 3,21405,B50263-51,0,0,574
BJ_03,Untreated,Untreated rep 3,21405,B50263-51,1,0,937
BJ_03,Untreated,Untreated rep 3,21405,B50270-51,0,0,476
BJ_03,Untreated,Untreated rep 3,21405,B50270-51,1,0,524
BJ_03,Untreated,Untreated rep 3,21405,B50279-51,0,0,1432
BJ_03,Untreated,Untreated rep 3,21405,B50279-51,1,0,2018
BJ_03,Untreated,Untreated rep 3,21405,B63620,0,0,2869
BJ_03,Untreated,Untreated rep 3,21405,B63620,1,0,2634
BJ_03,Untreated,Untreated rep 3,21405,C150M,0,0,147
BJ_03,Untreated,Untreated rep 3,21405,C150M,1,1,183
BJ_03,Untreated,Untreated rep 3,21405,DB002,0,0,555
BJ_03,Untreated,Untreated rep 3,21405,DB002,1,0,602
BJ_03,Untreated,Untreated rep 3,21405,DB025,0,0,1802
BJ_03,Untreated,Untreated rep 3,21405,DB025,1,0,1721
BJ_03,Untreated,Untreated rep 3,21405,DB030,0,0,817
BJ_03,Untreated,Untreated rep 3,21405,DB030,1,0,711
BJ_03,Untreated,Untreated rep 3,21405,DB032,0,0,560
BJ_03,Untreated,Untreated rep 3,21405,DB032,1,0,748
BJ_03,Untreated,Untreated rep 3,21405,DB033,0,0,1292
BJ_03,Untreated,Untreated rep 3,21405,DB033,1,0,969
BJ_03,Untreated,Untreated rep 3,21405,DB037,0,0,677
BJ_03,Untreated,Untreated rep 3,21405,DB037,1,0,1217
BJ_03,Untreated,Untreated rep 3,21405,DB038,0,0,2191
BJ_03,Untreated,Untreated rep 3,21405,DB038,1,0,3096
BJ_03,Untreated,Untreated rep 3,21405,DB040,0,0,823
BJ_03,Untreated,Untreated rep 3,21405,DB040,1,0,785
BJ_03,Untreated,Untreated rep 3,21405,DB047,0,0,1756
BJ_03,Untreated,Untreated rep 3,21405,DB047,1,0,1987
BJ_03,Untreated,Untreated rep 3,21405,DB049,0,0,943
BJ_03,Untreated,Untreated rep 3,21405,DB049,1,0,1333
BJ_03,Untreated,Untreated rep 3,21405,DB075,0,0,660
BJ_03,Untreated,Untreated rep 3,21405,DB075,1,0,722
BJ_03,Untreated,Untreated rep 3,21405,DB076,0,0,1696
BJ_03,Untreated,Untreated rep 3,21405,DB076,1,0,1796
BJ_03,Untreated,Untreated rep 3,21405,DB077,0,0,1663
BJ_03,Untreated,Untreated rep 3,21405,DB077,1,0,1423
BJ_03,Untreated,Untreated rep 3,21405,F37720,0,0,2275
BJ_03,Untreated,Untreated rep 3,21405,F37720,1,0,2719
BJ_03,Untreated,Untreated rep 3,21405,H00004254-MOI,0,0,333
BJ_03,Untreated,Untreated rep 3,21405,H00004254-MOI,1,0,181
BJ_03,Untreated,Untreated rep 3,21405,H65520,0,0,3340
BJ_03,Untreated,Untreated rep 3,21405,H65520,1,0,3148
BJ_03,Untreated,Untreated rep 3,21405,H98620,0,0,3630
BJ_03,Untreated,Untreated rep 3,21405,H98620,1,0,3596
BJ_03,Untreated,Untreated rep 3,21405,J31920,0,0,136
BJ_03,Untreated,Untreated rep 3,21405,J31920,1,0,162
BJ_03,Untreated,Untreated rep 3,21405,KAM-CC242,0,0,1097
BJ_03,Untreated,Untreated rep 3,21405,KAM-CC242,1,0,851
BJ_03,Untreated,Untreated rep 3,21405,KAP-CC006E,0,1,3962
BJ_03,Untreated,Untreated rep 3,21405,KAP-CC006E,1,0,4138
BJ_03,Untreated,Untreated rep 3,21405,KAP-MA023,0,0,548
BJ_03,Untreated,Untreated rep 3,21405,KAP-MA023,1,0,505
BJ_03,Untreated,Untreated rep 3,21405,KAP-PK011,0,0,1160
BJ_03,Untreated,Untreated rep 3,21405,KAP-PK011,1,0,1429
BJ_03,Untreated,Untreated rep 3,21405,KAP-ST009E,0,0,1820
BJ_03,Untreated,Untreated rep 3,21405,KAP-ST009E,1,0,2210
BJ_03,Untreated,Untreated rep 3,21405,KAP-ST203,0,0,263
BJ_03,Untreated,Untreated rep 3,21405,KAP-ST203,1,0,258
BJ_03,Untreated,Untreated rep 3,21405,KAP-ST205,0,0,945
BJ_03,Untreated,Untreated rep 3,21405,KAP-ST205,1,0,694
BJ_03,Untreated,Untreated rep 3,21405,KAP-TF115,0,0,956
BJ_03,Untreated,Untreated rep 3,21405,KAP-TF115,1,0,772
