Sample ID,Treatment,Treatment Details,Barcode,antibody,replicate,Flag,Normalized
BJ_07,L-lactate,L-lactate rep 1,21409,NK108-4,0,0,8266
BJ_07,L-lactate,L-lactate rep 1,21409,NK108-4,1,0,6384
BJ_07,L-lactate,L-lactate rep 1,21409,NK108-5,0,0,7550
BJ_07,L-lactate,L-lactate rep 1,21409,NK108-5,1,0,7379
BJ_07,L-lactate,L-lactate rep 1,21409,NK110-2,0,0,11408
BJ_07,L-lactate,L-lactate rep 1,21409,NK110-2,1,0,10674
BJ_07,L-lactate,L-lactate rep 1,21409,NK110-3,0,0,2558
BJ_07,L-lactate,L-lactate rep 1,21409,NK110-3,1,0,1939
BJ_07,L-lactate,L-lactate rep 1,21409,NK110-4,0,0,2539
BJ_07,L-lactate,L-lactate rep 1,21409,NK110-4,1,0,2060
BJ_07,L-lactate,L-lactate rep 1,21409,NK112,0,0,380
BJ_07,L-lactate,L-lactate rep 1,21409,NK112,1,0,314
BJ_07,L-lactate,L-lactate rep 1,21409,NK116-3,0,0,4049
BJ_07,L-lactate,L-lactate rep 1,21409,NK116-3,1,0,4043
BJ_07,L-lactate,L-lactate rep 1,21409,NK116-4,0,0,19983
BJ_07,L-lactate,L-lactate rep 1,21409,NK116-4,1,0,16295
BJ_07,L-lactate,L-lactate rep 1,21409,NK116-5,0,0,1035
BJ_07,L-lactate,L-lactate rep 1,21409,NK116-5,1,0,1260
BJ_07,L-lactate,L-lactate rep 1,21409,NK117-5,0,0,209
BJ_07,L-lactate,L-lactate rep 1,21409,NK117-5,1,0,205
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-10,0,0,1397
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-10,1,0,1061
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-4,0,0,172
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-4,1,0,249
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-6,0,0,3337
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-6,1,0,3282
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-8,0,0,557
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-8,1,0,863
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-9,0,0,2674
BJ_07,L-lactate,L-lactate rep 1,21409,NK120-9,1,0,2789
BJ_07,L-lactate,L-lactate rep 1,21409,NK121-2,0,0,2865
BJ_07,L-lactate,L-lactate rep 1,21409,NK121-2,1,0,3257
BJ_07,L-lactate,L-lactate rep 1,21409,NK121-3,0,0,4194
BJ_07,L-lactate,L-lactate rep 1,21409,NK121-3,1,0,5737
BJ_07,L-lactate,L-lactate rep 1,21409,NK121-4,0,0,4845
BJ_07,L-lactate,L-lactate rep 1,21409,NK121-4,1,0,3435
BJ_07,L-lactate,L-lactate rep 1,21409,NK122-2,0,0,6994
BJ_07,L-lactate,L-lactate rep 1,21409,NK122-2,1,0,5263
BJ_07,L-lactate,L-lactate rep 1,21409,NK124-2,0,0,401
BJ_07,L-lactate,L-lactate rep 1,21409,NK124-2,1,0,411
BJ_07,L-lactate,L-lactate rep 1,21409,NK126-3,0,0,1534
BJ_07,L-lactate,L-lactate rep 1,21409,NK126-3,1,0,1284
BJ_07,L-lactate,L-lactate rep 1,21409,NK126-4,0,0,3210
BJ_07,L-lactate,L-lactate rep 1,21409,NK126-4,1,0,2410
BJ_07,L-lactate,L-lactate rep 1,21409,NK129-3,0,0,3846
BJ_07,L-lactate,L-lactate rep 1,21409,NK129-3,1,0,4194
BJ_07,L-lactate,L-lactate rep 1,21409,NK129-4,0,0,1296
BJ_07,L-lactate,L-lactate rep 1,21409,NK129-4,1,0,1391
BJ_07,L-lactate,L-lactate rep 1,21409,NK129-5,0,0,1201
BJ_07,L-lactate,L-lactate rep 1,21409,NK129-5,1,0,1183
BJ_07,L-lactate,L-lactate rep 1,21409,NK130-4,0,0,2605
BJ_07,L-lactate,L-lactate rep 1,21409,NK130-4,1,0,2192
BJ_07,L-lactate,L-lactate rep 1,21409,NK130-5,0,0,2090
BJ_07,L-lactate,L-lactate rep 1,21409,NK130-5,1,0,1604
BJ_07,L-lactate,L-lactate rep 1,21409,NK130-8,0,0,4261
BJ_07,L-lactate,L-lactate rep 1,21409,NK130-8,1,0,4780
BJ_07,L-lactate,L-lactate rep 1,21409,NK130-9,0,0,2142
BJ_07,L-lactate,L-lactate rep 1,21409,NK130-9,1,0,2304
BJ_07,L-lactate,L-lactate rep 1,21409,NK131-3,0,0,3621
BJ_07,L-lactate,L-lactate rep 1,21409,NK131-3,1,0,3231
BJ_07,L-lactate,L-lactate rep 1,21409,NK133-2,0,0,453
BJ_07,L-lactate,L-lactate rep 1,21409,NK133-2,1,0,316
BJ_07,L-lactate,L-lactate rep 1,21409,NK139-2,0,0,1020
BJ_07,L-lactate,L-lactate rep 1,21409,NK139-2,1,0,866
BJ_07,L-lactate,L-lactate rep 1,21409,NK145-2,0,0,6554
BJ_07,L-lactate,L-lactate rep 1,21409,NK145-2,1,0,5213
BJ_07,L-lactate,L-lactate rep 1,21409,NK146,0,0,1810
BJ_07,L-lactate,L-lactate rep 1,21409,NK146,1,0,1125
BJ_07,L-lactate,L-lactate rep 1,21409,NK147-2,0,0,1099
BJ_07,L-lactate,L-lactate rep 1,21409,NK147-2,1,0,1133
BJ_07,L-lactate,L-lactate rep 1,21409,NK149-3,0,0,630
BJ_07,L-lactate,L-lactate rep 1,21409,NK149-3,1,0,932
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-2,0,0,328
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-2,1,0,522
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-5,0,0,1863
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-5,1,0,1971
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-6,0,0,1363
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-6,1,0,1565
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-7,0,0,2203
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-7,1,0,2574
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-8,0,0,593
BJ_07,L-lactate,L-lactate rep 1,21409,NK155-8,1,0,423
BJ_07,L-lactate,L-lactate rep 1,21409,NK156-4,0,0,5455
BJ_07,L-lactate,L-lactate rep 1,21409,NK156-4,1,0,4083
BJ_07,L-lactate,L-lactate rep 1,21409,NK156-6,0,0,2196
BJ_07,L-lactate,L-lactate rep 1,21409,NK156-6,1,0,2893
BJ_07,L-lactate,L-lactate rep 1,21409,NK161-2,0,0,5820
BJ_07,L-lactate,L-lactate rep 1,21409,NK161-2,1,0,4892
BJ_07,L-lactate,L-lactate rep 1,21409,NK161-3,0,0,3879
BJ_07,L-lactate,L-lactate rep 1,21409,NK161-3,1,0,4019
BJ_07,L-lactate,L-lactate rep 1,21409,NK161-4,0,0,2469
BJ_07,L-lactate,L-lactate rep 1,21409,NK161-4,1,0,10389
BJ_07,L-lactate,L-lactate rep 1,21409,NK163-2,0,0,5880
BJ_07,L-lactate,L-lactate rep 1,21409,NK163-2,1,0,6363
BJ_07,L-lactate,L-lactate rep 1,21409,NK163-3,0,0,3891
BJ_07,L-lactate,L-lactate rep 1,21409,NK163-3,1,0,3564
BJ_07,L-lactate,L-lactate rep 1,21409,NK163-4,0,0,1088
BJ_07,L-lactate,L-lactate rep 1,21409,NK163-4,1,0,971
BJ_07,L-lactate,L-lactate rep 1,21409,NK164-3,0,0,2041
BJ_07,L-lactate,L-lactate rep 1,21409,NK164-3,1,0,2428
BJ_07,L-lactate,L-lactate rep 1,21409,NK165-2,0,0,633
BJ_07,L-lactate,L-lactate rep 1,21409,NK165-2,1,0,409
BJ_07,L-lactate,L-lactate rep 1,21409,NK165-3,0,0,11327
BJ_07,L-lactate,L-lactate rep 1,21409,NK165-3,1,0,8686
BJ_07,L-lactate,L-lactate rep 1,21409,NK166-2,0,0,1064
BJ_07,L-lactate,L-lactate rep 1,21409,NK166-2,1,0,932
BJ_07,L-lactate,L-lactate rep 1,21409,NK170-3,0,0,778
BJ_07,L-lactate,L-lactate rep 1,21409,NK170-3,1,0,469
BJ_07,L-lactate,L-lactate rep 1,21409,NK170-4,0,0,7236
BJ_07,L-lactate,L-lactate rep 1,21409,NK170-4,1,0,7441
BJ_07,L-lactate,L-lactate rep 1,21409,NK175-3,0,0,2732
BJ_07,L-lactate,L-lactate rep 1,21409,NK175-3,1,0,3223
BJ_07,L-lactate,L-lactate rep 1,21409,NK181-3,0,0,3659
BJ_07,L-lactate,L-lactate rep 1,21409,NK181-3,1,0,2913
BJ_07,L-lactate,L-lactate rep 1,21409,NK181-4,0,0,4274
BJ_07,L-lactate,L-lactate rep 1,21409,NK181-4,1,0,3726
BJ_07,L-lactate,L-lactate rep 1,21409,NK181-5,0,0,2849
BJ_07,L-lactate,L-lactate rep 1,21409,NK181-5,1,0,2692
BJ_07,L-lactate,L-lactate rep 1,21409,NK185,0,0,2090
BJ_07,L-lactate,L-lactate rep 1,21409,NK185,1,0,1515
BJ_07,L-lactate,L-lactate rep 1,21409,NK189-2,0,0,2687
BJ_07,L-lactate,L-lactate rep 1,21409,NK189-2,1,0,2090
BJ_07,L-lactate,L-lactate rep 1,21409,NK189-3,0,0,3721
BJ_07,L-lactate,L-lactate rep 1,21409,NK189-3,1,0,2932
BJ_07,L-lactate,L-lactate rep 1,21409,NK189-4,0,0,2314
BJ_07,L-lactate,L-lactate rep 1,21409,NK189-4,1,0,1824
BJ_07,L-lactate,L-lactate rep 1,21409,NK190-2,0,0,21453
BJ_07,L-lactate,L-lactate rep 1,21409,NK190-2,1,0,23670
BJ_07,L-lactate,L-lactate rep 1,21409,NK190-3,0,0,8937
BJ_07,L-lactate,L-lactate rep 1,21409,NK190-3,1,0,8158
BJ_07,L-lactate,L-lactate rep 1,21409,NK193-2,0,0,244
BJ_07,L-lactate,L-lactate rep 1,21409,NK193-2,1,0,261
BJ_07,L-lactate,L-lactate rep 1,21409,NK193-3,0,0,3194
BJ_07,L-lactate,L-lactate rep 1,21409,NK193-3,1,0,3040
BJ_07,L-lactate,L-lactate rep 1,21409,NK193-4,0,0,730
BJ_07,L-lactate,L-lactate rep 1,21409,NK193-4,1,0,1399
BJ_07,L-lactate,L-lactate rep 1,21409,NK196,0,0,758
BJ_07,L-lactate,L-lactate rep 1,21409,NK196,1,0,517
BJ_07,L-lactate,L-lactate rep 1,21409,NK197,0,0,484
BJ_07,L-lactate,L-lactate rep 1,21409,NK197,1,0,322
BJ_07,L-lactate,L-lactate rep 1,21409,NK197-2,0,0,12501
BJ_07,L-lactate,L-lactate rep 1,21409,NK197-2,1,0,12108
BJ_07,L-lactate,L-lactate rep 1,21409,NK197-4,0,0,3628
BJ_07,L-lactate,L-lactate rep 1,21409,NK197-4,1,0,3024
BJ_07,L-lactate,L-lactate rep 1,21409,NK199,0,0,2917
BJ_07,L-lactate,L-lactate rep 1,21409,NK199,1,0,2568
BJ_07,L-lactate,L-lactate rep 1,21409,NK200,0,0,1086
BJ_07,L-lactate,L-lactate rep 1,21409,NK200,1,0,754
BJ_07,L-lactate,L-lactate rep 1,21409,NK201,0,0,533
BJ_07,L-lactate,L-lactate rep 1,21409,NK201,1,0,608
BJ_07,L-lactate,L-lactate rep 1,21409,NK202,0,0,603
BJ_07,L-lactate,L-lactate rep 1,21409,NK202,1,0,501
BJ_07,L-lactate,L-lactate rep 1,21409,NK202-2,0,0,1616
BJ_07,L-lactate,L-lactate rep 1,21409,NK202-2,1,0,1043
BJ_07,L-lactate,L-lactate rep 1,21409,NK205-3,0,0,1314
BJ_07,L-lactate,L-lactate rep 1,21409,NK205-3,1,0,1148
BJ_07,L-lactate,L-lactate rep 1,21409,NK205-4,0,0,4701
BJ_07,L-lactate,L-lactate rep 1,21409,NK205-4,1,0,4629
BJ_07,L-lactate,L-lactate rep 1,21409,NK205-5,0,0,2171
BJ_07,L-lactate,L-lactate rep 1,21409,NK205-5,1,0,1630
BJ_07,L-lactate,L-lactate rep 1,21409,NK206-1,0,0,137
BJ_07,L-lactate,L-lactate rep 1,21409,NK206-1,1,0,121
BJ_07,L-lactate,L-lactate rep 1,21409,NK206-4,0,0,1855
BJ_07,L-lactate,L-lactate rep 1,21409,NK206-4,1,0,1842
BJ_07,L-lactate,L-lactate rep 1,21409,NK206-5,0,0,2292
BJ_07,L-lactate,L-lactate rep 1,21409,NK206-5,1,0,3440
BJ_07,L-lactate,L-lactate rep 1,21409,NK209,0,0,2445
BJ_07,L-lactate,L-lactate rep 1,21409,NK209,1,0,2584
BJ_07,L-lactate,L-lactate rep 1,21409,NK217-2,0,0,1084
BJ_07,L-lactate,L-lactate rep 1,21409,NK217-2,1,0,1301
BJ_07,L-lactate,L-lactate rep 1,21409,NK217-3,0,0,825
BJ_07,L-lactate,L-lactate rep 1,21409,NK217-3,1,0,810
BJ_07,L-lactate,L-lactate rep 1,21409,NK223-2,0,0,1826
BJ_07,L-lactate,L-lactate rep 1,21409,NK223-2,1,0,1889
BJ_07,L-lactate,L-lactate rep 1,21409,NK223-4,0,0,2821
BJ_07,L-lactate,L-lactate rep 1,21409,NK223-4,1,0,2223
BJ_07,L-lactate,L-lactate rep 1,21409,NK225-2,0,0,3098
BJ_07,L-lactate,L-lactate rep 1,21409,NK225-2,1,0,4000
BJ_07,L-lactate,L-lactate rep 1,21409,NK225-3,0,0,1684
BJ_07,L-lactate,L-lactate rep 1,21409,NK225-3,1,0,2087
BJ_07,L-lactate,L-lactate rep 1,21409,NK225-4,0,0,2970
BJ_07,L-lactate,L-lactate rep 1,21409,NK225-4,1,0,2348
BJ_07,L-lactate,L-lactate rep 1,21409,NK226-1,0,0,1081
BJ_07,L-lactate,L-lactate rep 1,21409,NK226-1,1,0,1307
BJ_07,L-lactate,L-lactate rep 1,21409,NK226-2,0,0,7887
BJ_07,L-lactate,L-lactate rep 1,21409,NK226-2,1,0,4952
BJ_07,L-lactate,L-lactate rep 1,21409,NK227-2,0,0,21607
BJ_07,L-lactate,L-lactate rep 1,21409,NK227-2,1,0,18829
BJ_07,L-lactate,L-lactate rep 1,21409,NK227-3,0,0,4124
BJ_07,L-lactate,L-lactate rep 1,21409,NK227-3,1,0,2892
BJ_07,L-lactate,L-lactate rep 1,21409,NK227-4,0,0,5837
BJ_07,L-lactate,L-lactate rep 1,21409,NK227-4,1,0,4756
BJ_07,L-lactate,L-lactate rep 1,21409,NK229-2,0,0,2145
BJ_07,L-lactate,L-lactate rep 1,21409,NK229-2,1,0,2276
BJ_07,L-lactate,L-lactate rep 1,21409,NK229-3,0,0,4341
BJ_07,L-lactate,L-lactate rep 1,21409,NK229-3,1,0,3036
BJ_07,L-lactate,L-lactate rep 1,21409,NK229-4,0,0,3036
BJ_07,L-lactate,L-lactate rep 1,21409,NK229-4,1,0,2577
BJ_07,L-lactate,L-lactate rep 1,21409,NK230,0,0,1000
BJ_07,L-lactate,L-lactate rep 1,21409,NK230,1,0,1064
BJ_07,L-lactate,L-lactate rep 1,21409,NK230-1,0,1,188
BJ_07,L-lactate,L-lactate rep 1,21409,NK230-1,1,1,175
BJ_07,L-lactate,L-lactate rep 1,21409,NK230-2,0,0,2514
BJ_07,L-lactate,L-lactate rep 1,21409,NK230-2,1,0,2075
BJ_07,L-lactate,L-lactate rep 1,21409,NK230-3,0,0,2867
BJ_07,L-lactate,L-lactate rep 1,21409,NK230-3,1,0,2733
BJ_07,L-lactate,L-lactate rep 1,21409,NK231-2,0,0,22511
BJ_07,L-lactate,L-lactate rep 1,21409,NK231-2,1,0,19473
BJ_07,L-lactate,L-lactate rep 1,21409,NK231-2,2,0,24767
BJ_07,L-lactate,L-lactate rep 1,21409,NK231-2,3,0,21076
BJ_07,L-lactate,L-lactate rep 1,21409,NK231-3,0,0,4270
BJ_07,L-lactate,L-lactate rep 1,21409,NK231-3,1,0,3403
BJ_07,L-lactate,L-lactate rep 1,21409,NK231-4,0,0,734
BJ_07,L-lactate,L-lactate rep 1,21409,NK231-4,1,0,715
BJ_07,L-lactate,L-lactate rep 1,21409,NK232,0,0,1927
BJ_07,L-lactate,L-lactate rep 1,21409,NK232,1,0,1540
BJ_07,L-lactate,L-lactate rep 1,21409,NK232-2,0,0,2470
BJ_07,L-lactate,L-lactate rep 1,21409,NK232-2,1,0,1732
BJ_07,L-lactate,L-lactate rep 1,21409,NK232-3,0,0,11244
BJ_07,L-lactate,L-lactate rep 1,21409,NK232-3,1,0,11026
BJ_07,L-lactate,L-lactate rep 1,21409,NK233-1,0,0,3288
BJ_07,L-lactate,L-lactate rep 1,21409,NK233-1,1,0,3111
BJ_07,L-lactate,L-lactate rep 1,21409,NK233-2,0,0,2945
BJ_07,L-lactate,L-lactate rep 1,21409,NK233-2,1,0,2047
BJ_07,L-lactate,L-lactate rep 1,21409,NK233-3,0,0,13959
BJ_07,L-lactate,L-lactate rep 1,21409,NK233-3,1,0,9464
BJ_07,L-lactate,L-lactate rep 1,21409,NK234-2,0,0,1584
BJ_07,L-lactate,L-lactate rep 1,21409,NK234-2,1,0,1214
BJ_07,L-lactate,L-lactate rep 1,21409,NK234-3,0,0,4276
BJ_07,L-lactate,L-lactate rep 1,21409,NK234-3,1,0,3125
BJ_07,L-lactate,L-lactate rep 1,21409,NK234-4,0,0,6309
BJ_07,L-lactate,L-lactate rep 1,21409,NK234-4,1,0,8807
BJ_07,L-lactate,L-lactate rep 1,21409,NK235-1,0,0,543
BJ_07,L-lactate,L-lactate rep 1,21409,NK235-1,1,0,656
BJ_07,L-lactate,L-lactate rep 1,21409,NK235-3,0,0,9579
BJ_07,L-lactate,L-lactate rep 1,21409,NK235-3,1,0,5889
BJ_07,L-lactate,L-lactate rep 1,21409,NK236-1,0,0,4800
BJ_07,L-lactate,L-lactate rep 1,21409,NK236-1,1,0,3887
BJ_07,L-lactate,L-lactate rep 1,21409,NK236-2,0,0,1892
BJ_07,L-lactate,L-lactate rep 1,21409,NK236-2,1,0,1989
BJ_07,L-lactate,L-lactate rep 1,21409,NK236-3,0,0,1411
BJ_07,L-lactate,L-lactate rep 1,21409,NK236-3,1,0,1043
BJ_07,L-lactate,L-lactate rep 1,21409,NK237-1,0,0,2559
BJ_07,L-lactate,L-lactate rep 1,21409,NK237-1,1,0,1373
BJ_07,L-lactate,L-lactate rep 1,21409,NK237-2,0,0,14196
BJ_07,L-lactate,L-lactate rep 1,21409,NK237-2,1,0,17640
BJ_07,L-lactate,L-lactate rep 1,21409,NK237-3,0,0,8418
BJ_07,L-lactate,L-lactate rep 1,21409,NK237-3,1,0,9051
BJ_07,L-lactate,L-lactate rep 1,21409,NK238-1,0,0,9833
BJ_07,L-lactate,L-lactate rep 1,21409,NK238-1,1,0,8084
BJ_07,L-lactate,L-lactate rep 1,21409,NK239-1,0,0,1880
BJ_07,L-lactate,L-lactate rep 1,21409,NK239-1,1,0,1483
BJ_07,L-lactate,L-lactate rep 1,21409,NK239-3,0,0,3422
BJ_07,L-lactate,L-lactate rep 1,21409,NK239-3,1,0,2619
BJ_07,L-lactate,L-lactate rep 1,21409,NK240-1,0,1,28
BJ_07,L-lactate,L-lactate rep 1,21409,NK240-1,1,1,24
BJ_07,L-lactate,L-lactate rep 1,21409,NK240-2,0,0,5255
BJ_07,L-lactate,L-lactate rep 1,21409,NK240-2,1,0,5505
BJ_07,L-lactate,L-lactate rep 1,21409,NK241-1,0,0,4276
BJ_07,L-lactate,L-lactate rep 1,21409,NK241-1,1,0,3361
BJ_07,L-lactate,L-lactate rep 1,21409,NK241-2,0,0,6581
BJ_07,L-lactate,L-lactate rep 1,21409,NK241-2,1,0,5859
BJ_07,L-lactate,L-lactate rep 1,21409,NK241-3,0,0,9004
BJ_07,L-lactate,L-lactate rep 1,21409,NK241-3,1,0,7428
BJ_07,L-lactate,L-lactate rep 1,21409,NK242-1,0,0,5693
BJ_07,L-lactate,L-lactate rep 1,21409,NK242-1,1,0,4978
BJ_07,L-lactate,L-lactate rep 1,21409,NK242-2,0,0,974
BJ_07,L-lactate,L-lactate rep 1,21409,NK242-2,1,0,1110
BJ_07,L-lactate,L-lactate rep 1,21409,NK243-1,0,0,1047
BJ_07,L-lactate,L-lactate rep 1,21409,NK243-1,1,0,1254
BJ_07,L-lactate,L-lactate rep 1,21409,NK243-3,0,0,826
BJ_07,L-lactate,L-lactate rep 1,21409,NK243-3,1,0,709
BJ_07,L-lactate,L-lactate rep 1,21409,NK244-1,0,0,4909
BJ_07,L-lactate,L-lactate rep 1,21409,NK244-1,1,0,3642
BJ_07,L-lactate,L-lactate rep 1,21409,NK244-2,0,0,4036
BJ_07,L-lactate,L-lactate rep 1,21409,NK244-2,1,0,3445
BJ_07,L-lactate,L-lactate rep 1,21409,NK244-3,0,0,2984
BJ_07,L-lactate,L-lactate rep 1,21409,NK244-3,1,0,3187
BJ_07,L-lactate,L-lactate rep 1,21409,NK245-1,0,0,3092
BJ_07,L-lactate,L-lactate rep 1,21409,NK245-1,1,0,3464
BJ_07,L-lactate,L-lactate rep 1,21409,NK245-2,0,0,1425
BJ_07,L-lactate,L-lactate rep 1,21409,NK245-2,1,0,1798
BJ_07,L-lactate,L-lactate rep 1,21409,NK245-3,0,0,2783
BJ_07,L-lactate,L-lactate rep 1,21409,NK245-3,1,0,3136
BJ_07,L-lactate,L-lactate rep 1,21409,NK247-1,0,0,2796
BJ_07,L-lactate,L-lactate rep 1,21409,NK247-1,1,0,3952
BJ_07,L-lactate,L-lactate rep 1,21409,NK247-2,0,0,8794
BJ_07,L-lactate,L-lactate rep 1,21409,NK247-2,1,0,7521
BJ_07,L-lactate,L-lactate rep 1,21409,NK247-3,0,0,9709
BJ_07,L-lactate,L-lactate rep 1,21409,NK247-3,1,0,4881
BJ_07,L-lactate,L-lactate rep 1,21409,NK248-1,0,0,1209
BJ_07,L-lactate,L-lactate rep 1,21409,NK248-1,1,0,875
BJ_07,L-lactate,L-lactate rep 1,21409,NK248-2,0,0,1373
BJ_07,L-lactate,L-lactate rep 1,21409,NK248-2,1,0,1400
BJ_07,L-lactate,L-lactate rep 1,21409,NK249-1,0,0,605
BJ_07,L-lactate,L-lactate rep 1,21409,NK249-1,1,0,614
BJ_07,L-lactate,L-lactate rep 1,21409,NK249-2,0,0,1647
BJ_07,L-lactate,L-lactate rep 1,21409,NK249-2,1,0,1583
BJ_07,L-lactate,L-lactate rep 1,21409,NK249-3,0,0,2716
BJ_07,L-lactate,L-lactate rep 1,21409,NK249-3,1,0,2198
BJ_07,L-lactate,L-lactate rep 1,21409,NK250-1,0,0,1632
BJ_07,L-lactate,L-lactate rep 1,21409,NK250-1,1,0,1315
BJ_07,L-lactate,L-lactate rep 1,21409,NK250-2,0,0,21780
BJ_07,L-lactate,L-lactate rep 1,21409,NK250-2,1,0,15759
BJ_07,L-lactate,L-lactate rep 1,21409,NK250-3,0,0,4410
BJ_07,L-lactate,L-lactate rep 1,21409,NK250-3,1,0,3213
BJ_07,L-lactate,L-lactate rep 1,21409,NK251-1,0,0,32305
BJ_07,L-lactate,L-lactate rep 1,21409,NK251-1,1,0,25575
BJ_07,L-lactate,L-lactate rep 1,21409,NK251-2,0,0,2996
BJ_07,L-lactate,L-lactate rep 1,21409,NK251-2,1,0,2161
BJ_07,L-lactate,L-lactate rep 1,21409,NK251-3,0,0,4983
BJ_07,L-lactate,L-lactate rep 1,21409,NK251-3,1,0,3859
BJ_07,L-lactate,L-lactate rep 1,21409,NK252-1,0,0,3169
BJ_07,L-lactate,L-lactate rep 1,21409,NK252-1,1,0,3644
BJ_07,L-lactate,L-lactate rep 1,21409,NK252-2,0,0,1204
BJ_07,L-lactate,L-lactate rep 1,21409,NK252-2,1,0,850
BJ_07,L-lactate,L-lactate rep 1,21409,NK252-3,0,0,14214
BJ_07,L-lactate,L-lactate rep 1,21409,NK252-3,1,0,13511
BJ_07,L-lactate,L-lactate rep 1,21409,NK253-1,0,0,5189
BJ_07,L-lactate,L-lactate rep 1,21409,NK253-1,1,0,4975
BJ_07,L-lactate,L-lactate rep 1,21409,NK253-2,0,0,5198
BJ_07,L-lactate,L-lactate rep 1,21409,NK253-2,1,0,4339
BJ_07,L-lactate,L-lactate rep 1,21409,NK253-3,0,0,5499
BJ_07,L-lactate,L-lactate rep 1,21409,NK253-3,1,0,4930
BJ_07,L-lactate,L-lactate rep 1,21409,NK254-1,0,0,2141
BJ_07,L-lactate,L-lactate rep 1,21409,NK254-1,1,0,2627
BJ_07,L-lactate,L-lactate rep 1,21409,NK254-2,0,0,2662
BJ_07,L-lactate,L-lactate rep 1,21409,NK254-2,1,0,1994
BJ_07,L-lactate,L-lactate rep 1,21409,NK254-3,0,0,2372
BJ_07,L-lactate,L-lactate rep 1,21409,NK254-3,1,0,1346
BJ_07,L-lactate,L-lactate rep 1,21409,NK255-1,0,0,4762
BJ_07,L-lactate,L-lactate rep 1,21409,NK255-1,1,0,4108
BJ_07,L-lactate,L-lactate rep 1,21409,NK255-3,0,0,2071
BJ_07,L-lactate,L-lactate rep 1,21409,NK255-3,1,0,2437
BJ_07,L-lactate,L-lactate rep 1,21409,NK256-1,0,0,3442
BJ_07,L-lactate,L-lactate rep 1,21409,NK256-1,1,0,8025
BJ_07,L-lactate,L-lactate rep 1,21409,NK256-2,0,0,11233
BJ_07,L-lactate,L-lactate rep 1,21409,NK256-2,1,0,9913
BJ_07,L-lactate,L-lactate rep 1,21409,NK256-3,0,0,26873
BJ_07,L-lactate,L-lactate rep 1,21409,NK256-3,1,0,26725
BJ_07,L-lactate,L-lactate rep 1,21409,NK257-1,0,0,5739
BJ_07,L-lactate,L-lactate rep 1,21409,NK257-1,1,0,6292
BJ_07,L-lactate,L-lactate rep 1,21409,NK257-2,0,0,418
BJ_07,L-lactate,L-lactate rep 1,21409,NK257-2,1,0,371
BJ_07,L-lactate,L-lactate rep 1,21409,NK257-3,0,0,1295
BJ_07,L-lactate,L-lactate rep 1,21409,NK257-3,1,0,1295
BJ_07,L-lactate,L-lactate rep 1,21409,NK258-2,0,0,669
BJ_07,L-lactate,L-lactate rep 1,21409,NK258-2,1,0,518
BJ_07,L-lactate,L-lactate rep 1,21409,NK259-1,0,0,2892
BJ_07,L-lactate,L-lactate rep 1,21409,NK259-1,1,0,2392
BJ_07,L-lactate,L-lactate rep 1,21409,NK259-2,0,0,1808
BJ_07,L-lactate,L-lactate rep 1,21409,NK259-2,1,0,1517
BJ_07,L-lactate,L-lactate rep 1,21409,NK260-1,0,0,28638
BJ_07,L-lactate,L-lactate rep 1,21409,NK260-1,1,0,31047
BJ_07,L-lactate,L-lactate rep 1,21409,NK260-2,0,0,910
BJ_07,L-lactate,L-lactate rep 1,21409,NK260-2,1,0,1025
BJ_07,L-lactate,L-lactate rep 1,21409,NK261-1,0,0,3361
BJ_07,L-lactate,L-lactate rep 1,21409,NK261-1,1,0,2578
BJ_07,L-lactate,L-lactate rep 1,21409,NK262-1,0,0,2060
BJ_07,L-lactate,L-lactate rep 1,21409,NK262-1,1,1,1894
BJ_07,L-lactate,L-lactate rep 1,21409,NK263-1,0,0,1710
BJ_07,L-lactate,L-lactate rep 1,21409,NK263-1,1,0,1606
BJ_07,L-lactate,L-lactate rep 1,21409,NK264-1,0,0,3803
BJ_07,L-lactate,L-lactate rep 1,21409,NK264-1,1,0,3670
BJ_07,L-lactate,L-lactate rep 1,21409,NK265-1,0,0,2033
BJ_07,L-lactate,L-lactate rep 1,21409,NK265-1,1,0,1574
BJ_07,L-lactate,L-lactate rep 1,21409,NK266-1,0,0,1809
BJ_07,L-lactate,L-lactate rep 1,21409,NK266-1,1,0,1545
BJ_07,L-lactate,L-lactate rep 1,21409,NK267-1,0,0,29333
BJ_07,L-lactate,L-lactate rep 1,21409,NK267-1,1,0,28690
